Id,Question,Answer,Key-Words,Location,Target
,Köşkten Çineye tam ne kadar?,Köşk'ten Çine'ye tam yolcu ücreti 3.90 TL'dir.,"köşk, çine, tam",köşk,çine
,Germencikten Efelere öğrenci ne kadar?,Germencik'ten Efeler'e öğrenci ücreti 2.70 TL'dir.,"germencik, efeler, öğrenci",germencik,efeler
,Germencikten Bozdoğana öğrenci ne kadar?,Germencik'ten Bozdoğan'a öğrenci ücreti 3.10 TL'dir.,"germencik, bozdoğan, öğrenci",germencik,bozdoğan
,Germencikten Çineye öğrenci ne kadar?,Germencik'ten Çine'ye öğrenci ücreti 3.30 TL'dir.,"germencik, çine, öğrenci",germencik,çine
,Germencikten Efelere tam ne kadar?,Germencik'ten Efeler'e tam yolcu ücreti 3.10 TL'dir.,"germencik, efeler, tam",germencik,efeler
,Germencikten Bozdoğana tam ne kadar?,Germencik'ten Bozdoğan'a tam yolcu ücreti 3.50 TL'dir.,"germencik, bozdoğan, tam",germencik,bozdoğan
,Germencikten Çineye tam ne kadar?,Germencikten Çineye tam yolcu ücreti 3.70 TL'dir.,"germencik, çine, tam",germencik,çine
,Efelerden Bozdoğana öğrenci ne kadar?,Efeler'den Bozdoğan'a öğrenci ücreti 2.80 TL'dir.,"efeler, bozdoğan, öğrenci",efeler,bozdoğan
,Efelerden Çineye öğrenci ne kadar?,Efeler'den Çine'ye öğrenci ücreti 3.00 TL'dir.,"efeler, çine, öğrenci",efeler,çine
,Efelerden Bozdoğana tam ne kadar?,Efeler'den Bozdoğan'a tam yolcu ücreti 3.20 TL'dir.,"efeler, bozdoğan, tam",efeler,bozdoğan
,Efelerden Çineye tam ne kadar?,Efeler'den Çine'ye tam yolcu ücreti 3.40 TL'dir.,"efeler, çine, tam",efeler,çine
,Bozdoğandan Çineye öğrenci ne kadar?,Bozdoğan'dan Çine'ye öğrenci ücreti 2.50 TL'dir.,"bozdoğan, çine, öğrenci",bozdoğan,çine
,Bozdoğandan Çineye tam ne kadar?,Bozdoğan'dan Çine'ye tam yolcu ücreti 2.90 TL'dir.,"bozdoğan, çine, tam",bozdoğan,çine
,Yeni Pazardan Nazilliye öğrenci ne kadar?,Yeni Pazar'dan Nazilli'ye öğrenci ücreti 2.80 TL'dir.,"yeni, pazar, nazilli, öğrenci",pazar,nazilli
,Yeni Pazardan Sultan Hisara öğrenci ne kadar?,Yeni Pazar'dan Sultan Hisar'a öğrenci ücreti 3.00 TL'dir.,"yeni, pazar, sultan, hisar, öğrenci",pazar,hisar
,Yeni Pazardan Kuyucaka öğrenci ne kadar?,Yeni Pazar'dan Kuyucak'a öğrenci ücreti 3.40 TL'dir.,"yeni, pazar, kuyucak, öğrenci",pazar,kuyucak
,Yeni Pazardan Karacasuya öğrenci ne kadar?,Yeni Pazar'dan Karacasu'ya öğrenci ücreti 3.50 TL'dir.,"yeni, pazar, karacasu, öğrenci",pazar,karacasu
,Yeni Pazardan Nazilliye tam ne kadar?,Yeni Pazar'dan Nazilli'ye tam yolcu ücreti 3.20 TL'dir.,"yeni, pazar, nazilli, tam",pazar,nazilli
,Yeni Pazardan Sultan Hisara tam ne kadar?,Yeni Pazar'dan Sultan Hisar'a tam yolcu ücreti 3.40 TL'dir.,"yeni, pazar, sultan, hisar, tam",pazar,hisar
,Yeni Pazardan Kuyucaka tam ne kadar?,Yeni Pazar'dan Kuyucak'a tam yolcu ücreti 3.80 TL'dir.,"yeni, pazar, kuyucak, tam",pazar,kuyucak
,Yeni Pazardan Karacasuya tam ne kadar?,Yeni Pazar'dan Karacasu'ya tam yolcu ücreti 3.90 TL'dir.,"yeni, pazar, karacasu, tam",pazar,karacasu
,Nazilliden Sultan Hisara öğrenci ne kadar?,Nazilli'den Sultan Hisar'a öğrenci ücreti 2.80 TL'dir.,"nazilli, sultan, hisar, öğrenci",nazilli,hisar
,Nazilliden Kuyucaka öğrenci ne kadar?,Nazilli'den Kuyucak'a öğrenci ücreti 3.20 TL'dir.,"nazilli, kuyucak, öğrenci",nazilli,kuyucak
,Nazilliden Karacasuya öğrenci ne kadar?,Nazilli'den Karacasu'ya öğrenci ücreti 3.30 TL'dir.,"nazilli, karacasu, öğrenci",nazilli,karacasu
,Nazilliden Sultan Hisara tam ne kadar?,Nazilli'den Sultan Hisar'a tam yolcu ücreti 3.20 TL'dir.,"nazilli, sultan, hisar, tam",nazilli,hisar
,Nazilliden Kuyucaka tam ne kadar?,Nazilli'den Kuyucak'a tam yolcu ücreti 3.60 TL'dir,"nazilli, kuyucak, tam",nazilli,kuyucak
,Nazilliden Karacasuya tam ne kadar?,Nazilli'den Karacasu'ya tam yolcu ücreti 3.70 TL'dir.,"nazilli, karacasu, tam",nazilli,karacasu
,Sultan Hisardan Kuyucaka öğrenci ne kadar?,Sultan Hisar'dan Kuyucak'a öğrenci ücreti 3.00 TL'dir.,"sultan, hisar, kuyucak, öğrenci",hisar,kuyucak
,Sultan Hisardan Karacasuya öğrenci ne kadar?,Sultan Hisar'dan Karacasu'ya öğrenci ücreti 3.10 TL'dir.,"sultan, hisar, karacasu, öğrenci",hisar,karacasu
,Sultan Hisardan Kuyucaka tam ne kadar?,Sultan Hisar'dan Kuyucak'a tam yolcu ücreti 3.40 TL'dir.,"sultan, hisar, kuyucak, tam",hisar,kuyucak
,"Sultan Hisardan Karacasuya tam ne kadar?,",Sultan Hisar'dan Karacasu'ya tam yolcu ücreti 3.50 TL'dir.,"sultan, hisar, karacasu, tam",hisar,karacasu
,Kuyucaktan Karacasuya öğrenci ne kadar?,Kuyucak'tan Karacasu'ya öğrenci ücreti 2.90 TL'dir.,"kuyucak, karacasu, öğrenci",kuyucak,karacasu
,Kuyucaktan Karacasuya tam ne kadar?,Kuyucak'tan Karacasu'ya tam yolcu ücreti 3.30 TL'dir.,"kuyucak, karacasu, tam",kuyucak,karacasu
,Adüden Forum Aydına öğrenci ne kadar?,Adü'den Forum Aydın'a öğrenci ücreti 2.90 TL'dir.,"adü, forum, öğrenci",adü,aydın
,Forum Aydından Zafer Meydanına öğrenci ne kadar?,Forum Aydın'dan Zafer Meydanı'na öğrenci ücreti 2.90 TL'dir.,"forum, zafer, öğrenci",aydın,meydanı
,Zafer Meydanından Tren Garına öğrenci ne kadar?,Zafer Meydanı'ndan Tren Garı'na öğrenci ücreti 2.90 TL'dir.,"zafer, tren, öğrenci",meydanı,garı
,Tren Garından Otogara öğrenci ne kadar?,Tren Garı'ndan Otogar'a öğrenci ücreti 2.90 TL'dir.,"tren, otogar, öğrenci",garı,otogar
,Adüden Forum Aydına tam ne kadar?,Adü'den Forum Aydın'a tam yolcu ücreti 2.90 TL'dir.,"adü, forum, aydın, tam",adü,aydın
,Forum Aydından Zafer Meydanına tam ne kadar?,Forum Aydın'dan Zafer Meydanı'na tam yolcu ücreti 2.90 TL'dir.,"forum, zafer, tam",aydın,meydanı
,Zafer Meydanından Tren Garına tam ne kadar?,Zafer Meydanı'ndan Tren Garı'na tam yolcu ücreti 2.90 TL'dir.,"zafer, tren, tam",meydanı,garı
,Tren Garından Otogara tam ne kadar?,Tren Garı'ndan Otogar'a tam yolcu ücreti 2.90 TL'dir.,"tren, otogar, tam",garı,otogar
,Adüden Otogara hangi otobüs gidiyor?,Adü'den Otogar'a 605 numaralı otobüs gidiyor.,"adü, otogar, otobüs",adü,otogar
,Karpuzludan Koçarlıya öğrenci ne kadar?,Karpuzlu'dan Koçarlı'ya öğrenci ücreti 2.80 TL'dir.,"karpuzlu, koçarlı, öğrenci",karpuzlu,koçarlı
,Kuşadasından Karpuzluya son otobüs ne zaman?,Kuşadası'ndan Karpuzlu'ya son otobüs seferi saat 19:15'tedir.,"kuşadası, karpuzlu, son",kuşadası,karpuzlu
,Otogardan Adüye seferler kaçta başlıyor?,Otogardan Adü'ye ilk sefer 6:15'te başlıyor.,"otogar, adü, sefer, kaç",otogar,adü
,Adüden Otogara giden birinci sefer saat kaçta?,Adü'den Otogar'a giden birinci seferimiz saat 06.15'te kalkmaktadır.,"adü, otogar, birinci, sefer, saat",adü,otogar
,Adüden Otogara giden ilk sefer saat kaçta?,Adü'den Otogar'a giden ilk seferimiz saat 06.15'te kalkmaktadır.,"adü, otogar, ilk, sefer, saat",adü,otogar
,Forum Aydından Otogara giden birinci sefer saat kaçta?,Forum Aydın'dan Otogar'a giden birinci seferimiz saat 06.25'te kalkmaktadır.,"forum, otogar, birinci, sefer, saat",aydın,otogar
,Forum Aydından Otogara giden ilk sefer saat kaçta?,Forum Aydın'dan Otogar'a giden ilk seferimiz saat 06.25'te kalkmaktadır.,"forum, otogar, ilk, sefer, saat",aydın,otogar
,Zafer Meydanından Otogara giden birinci sefer saat kaçta?,Zafer Meydanı'ndan Otogar'a giden birinci seferimiz saat 06.40'ta kalkmaktadır.,"zafer, otogar, birinci, sefer, saat",meydanı,otogar
,Zafer Meydanından Otogara giden ilk sefer saat kaçta?,Zafer Meydanı'ndan Otogar'a giden ilk seferimiz saat 06.40'ta kalkmaktadır.,"zafer, otogar, ilk, sefer, saat",meydanı,otogar
,Tren Garından Otogara giden birinci sefer saat kaçta?,Tren Garı'ndan Otogar'a giden birinci seferimiz saat 06.45'te kalkmaktadır.,"tren, otogar, birinci, sefer, saat",garı,otogar
,Tren Garından Otogara giden ilk sefer saat kaçta?,Tren Garı'ndan Otogar'a giden ilk seferimiz saat 06.45'te kalkmaktadır.,"tren, otogar, ilk, sefer, saat",garı,otogar
,Otogardan Adüye giden birinci sefer saat kaçta?,Otogar'dan Adü'ye giden birinci seferimiz saat 06.15'te kalkmaktadır.,"otogar, adü, birinci, sefer, saat",otogar,adü
,Otogardan Adüye giden ilk sefer saat kaçta?,Otogar'dan Adü'ye giden ilk seferimiz saat 06.15'te kalkmaktadır.,"otogar, adü, ilk, sefer, saat",otogar,adü
,Tren Garından Adüye giden birinci sefer saat kaçta?,Tren Garı'ndan Adü'ye giden birinci seferimiz saat 06.35'te kalkmaktadır.,"tren, adü, birinci, sefer, saat",garı,adü
,Tren Garından Adüye giden ilk sefer saat kaçta?,Tren Garı'ndan Adü'ye giden ilk seferimiz saat 06.35'te kalkmaktadır.,"tren, adü, ilk, sefer, saat",garı,adü
,Zafer Meydanından Adüye giden birinci sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden birinci seferimiz saat 06.40'ta kalkmaktadır.,"zafer, adü, birinci, sefer, saat",meydanı,adü
,Zafer Meydanından Adüye giden ilk sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden ilk seferimiz saat 06.40'ta kalkmaktadır.,"zafer, adü, ilk, sefer, saat",meydanı,adü
,Forum Aydından Adüye giden birinci sefer saat kaçta?,Forum Aydın'dan Adü'ye giden birinci seferimiz saat 06.55'te kalkmaktadır.,"forum, adü, birinci, sefer, saat",aydın,adü
,Forum Aydından Adüye giden ilk sefer saat kaçta?,Forum Aydın'dan Adü'ye giden ilk seferimiz saat 06.55'te kalkmaktadır.,"forum, adü, ilk, sefer, saat",aydın,adü
,Karpuzludan Kuşadasına giden birinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden birinci seferimiz saat 06.00'da kalkmaktadır.,"karpuzlu, kuşadası, birinci, sefer, saat",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden ilk sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden ilk seferimiz saat 06.00'da kalkmaktadır.,"karpuzlu, kuşadası, ilk, sefer, saat",karpuzlu,kuşadası
,Koçarlıdan Kuşadasına giden birinci sefer saat kaçta?,Koçarlı'dan Kuşadası'na giden birinci seferimiz saat 06.35'te kalkmaktadır.,"koçarlı, kuşadası, birinci, sefer, saat",koçarlı,kuşadası
,Koçarlıdan Kuşadasına giden ilk sefer saat kaçta?,Koçarlı'dan Kuşadası'na giden ilk seferimiz saat 06.35'te kalkmaktadır.,"koçarlı, kuşadası, ilk, sefer, saat",koçarlı,kuşadası
,İncirliovadan Kuşadasına giden birinci sefer saat kaçta?,İncirliova'dan Kuşadası'na giden birinci seferimiz saat 07.25'te kalkmaktadır.,"incirliova, kuşadası, birinci, sefer, saat",incirliova,kuşadası
,İncirliovadan Kuşadasına giden ilk sefer saat kaçta?,İncirliova'dan Kuşadası'na giden ilk seferimiz saat 07.25'te kalkmaktadır.,"incirliova, kuşadası, ilk, sefer, saat",incirliova,kuşadası
,Sökeden Kuşadasına giden birinci sefer saat kaçta?,Söke'den Kuşadası'na giden birinci seferimiz saat 07.55'te kalkmaktadır.,"söke, kuşadası, birinci, sefer, saat",söke,kuşadası
,Sökeden Kuşadasına giden ilk sefer saat kaçta?,Söke'den Kuşadası'na giden ilk seferimiz saat 07.55'te kalkmaktadır.,"söke, kuşadası, ilk, sefer, saat",söke,kuşadası
,Kuşadasından Karpuzluya giden birinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden birinci seferimiz saat 07.00'de kalkmaktadır.,"kuşadası, karpuzlu, birinci, sefer, saat",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden ilk sefer saat kaçta?,Kuşadası'ndan Kuşadası'na giden ilk seferimiz saat 07.00'de kalkmaktadır.,"kuşadası, karpuzlu, ilk, sefer, saat",kuşadası,karpuzlu
,Sökeden Karpuzluya giden birinci sefer saat kaçta?,Söke'den Karpuzlu'ya giden birinci seferimiz saat 07.45'te kalkmaktadır.,"söke, karpuzlu, birinci, sefer, saat",söke,karpuzlu
,Sökeden Karpuzluya giden ilk sefer saat kaçta?,Söke'den Karpuzlu'ya giden ilk seferimiz saat 07.45'te kalkmaktadır.,"söke, karpuzlu, ilk, sefer, saat",söke,karpuzlu
,İncirliovadan Karpuzluya giden birinci sefer saat kaçta?,İncirliova'dan Karpuzlu'ya giden birinci seferimiz saat 08.15'te kalkmaktadır.,"incirliova, karpuzlu, birinci, sefer, saat",incirliova,karpuzlu
,İncirliovadan Karpuzluya giden ilk sefer saat kaçta?,İncirliova'dan Karpuzlu'ya giden ilk seferimiz saat 08.15'te kalkmaktadır.,"incirliova, karpuzlu, ilk, sefer, saat",incirliova,karpuzlu
,Koçarlıdan Karpuzluya giden birinci sefer saat kaçta?,Koçarlı'dan Karpuzlu'ya giden birinci seferimiz saat 09.05'te kalkmaktadır.,"koçarlı, karpuzlu, birinci, sefer, saat",koçarlı,karpuzlu
,Koçarlıdan Karpuzluya giden ilk sefer saat kaçta?,Koçarlı'dan Karpuzlu'ya giden ilk seferimiz saat 09.05'te kalkmaktadır.,"koçarlı, karpuzlu, ilk, sefer, saat",koçarlı,karpuzlu
,Köşkten Çineye giden birinci sefer saat kaçta?,Köşk'ten Çine'ye giden birinci seferimiz saat 07.30'da kalkmaktadır.,"köşk, çine, birinci, sefer, saat",köşk,çine
,Köşkten Çineye giden ilk sefer saat kaçta?,Köşk'ten Çine'ye giden ilk seferimiz saat 07.30'da kalkmaktadır.,"köşk, çine, ilk, sefer, saat",köşk,çine
,Germencikten Çineye giden birinci sefer saat kaçta?,Germencik'ten Çine'ye giden birinci seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, birinci, sefer, saat",germencik,çine
,Germencikten Çineye giden ilk sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, ilk, sefer, saat",germencik,çine
,Efelerden Çineye giden birinci sefer saat kaçta?,Efeler'den Çine'ye giden birinci seferimiz saat 08.25'te kalkmaktadır.,"efeler, çine, birinci, sefer, saat",efeler,çine
,Efelerden Çineye giden ilk sefer saat kaçta?,Efeler'den Çine'ye giden ilk seferimiz saat 08.25'te kalkmaktadır.,"efeler, çine, ilk, sefer, saat",efeler,çine
,Bozdoğandan Çineye giden birinci sefer saat kaçta?,Bozdoğan'dan Çine'ye giden birinci seferimiz saat 08.45'te kalkmaktadır.,"bozdoğan, çine, birinci, sefer, saat",bozdoğan,çine
,Bozdoğandan Çineye giden ilk sefer saat kaçta?,Bozdoğan'dan Çine'ye giden ilk seferimiz saat 08.45'te kalkmaktadır.,"bozdoğan, çine, ilk, sefer, saat",bozdoğan,çine
,Çineden Köşke giden birinci sefer saat kaçta?,Çine'den Köşk'e giden birinci seferimiz saat 08.30'da kalkmaktadır.,"çine, köşk, birinci, sefer, saat",çine,köşk
,Çineden Köşke giden ilk sefer saat kaçta?,Çine'den Köşk'e giden ilk seferimiz saat 08.30'da kalkmaktadır.,"çine, köşk, ilk, sefer, saat",çine,köşk
,Bozdoğandan Köşke giden birinci sefer saat kaçta?,Bozdoğan'dan Köşk'e giden birinci seferimiz saat 08.50'de kalkmaktadır.,"bozdoğan, köşk, birinci, sefer, saat",bozdoğan,köşk
,Bozdoğandan Köşke giden ilk sefer saat kaçta?,Bozdoğan'dan Köşk'e giden ilk seferimiz saat 08.50'de kalkmaktadır.,"bozdoğan, köşk, ilk, sefer, saat",bozdoğan,köşk
,Efelerden Köşke giden birinci sefer saat kaçta?,Efeler'den Köşk'e giden birinci seferimiz saat 09.10'da kalkmaktadır.,"efeler, köşk, birinci, sefer, saat",efeler,köşk
,Efelerden Köşke giden ilk sefer saat kaçta?,Efeler'den Köşk'e giden ilk seferimiz saat 09.10'da kalkmaktadır.,"efeler, köşk, ilk, sefer, saat",efeler,köşk
,Germencikten Çineye giden birinci sefer saat kaçta?,Germencik'ten Çine'ye giden birinci seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, birinci, sefer, saat",germencik,çine
,Germencikten Çineye giden ilk sefer saat kaçta?,Germencik'ten Çine'ye giden ilk seferimiz saat 08.00'de kalkmaktadır.,"germencik, çine, ilk, sefer, saat",germencik,çine
,Yeni Pazardan Karacasuya giden birinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden birinci seferimiz saat 07.20'de kalkmaktadır.,"yeni, pazar, karacasu, birinci, sefer, saat",pazar,karacasu
,Yeni Pazardan Karacasuya giden ilk sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden ilk seferimiz saat 07.20'de kalkmaktadır.,"yeni, pazar, karacasu, ilk, sefer, saat",pazar,karacasu
,Nazilliden Karacasuya giden birinci sefer saat kaçta?,Nazilli'den Karacasu'ya giden birinci seferimiz saat 07.40'ta kalkmaktadır.,"nazilli, karacasu, birinci, sefer, saat",nazilli,karacasu
,Nazilliden Karacasuya giden ilk sefer saat kaçta?,Nazilli'den Karacasu'ya giden ilk seferimiz saat 07.40'ta kalkmaktadır.,"nazilli, karacasu, ilk, sefer, saat",nazilli,karacasu
,Sultan Hisardan Karacasuya giden birinci sefer saat kaçta?,Sultan Hisar'dan Karacasu'ya giden birinci seferimiz saat 08.25'te kalkmaktadır.,"sultan, hisar, karacasu, birinci, sefer, saat",hisar,karacasu
,Sultan Hisardan Karacasuya giden ilk sefer saat kaçta?,Sultan Hisar'dan Karacasu'ya giden ilk seferimiz saat 08.25'te kalkmaktadır.,"sultan, hisar, karacasu, ilk, sefer, saat",hisar,karacasu
,Kuyucaktan Karacasuya giden birinci sefer saat kaçta?,Kuyucak'tan Karacasu'ya giden birinci seferimiz saat 08.40'ta kalkmaktadır.,"kuyucak, karacasu, birinci, sefer, saat",kuyucak,karacasu
,Kuyucaktan Karacasuya giden ilk sefer saat kaçta?,Kuyucak'tan Karacasu'ya giden ilk seferimiz saat 08.40'ta kalkmaktadır.,"kuyucak, karacasu, ilk, sefer, saat",kuyucak,karacasu
,Karacasudan Yeni Pazara giden birinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden birinci seferimiz saat 07.20'de kalkmaktadır.,"karacasu, yeni, pazar, birinci, sefer, saat",karacasu,pazar
,Karacasudan Yeni Pazara giden ilk sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden ilk seferimiz saat 07.20'de kalkmaktadır.,"karacasu, yeni, pazar, ilk, sefer, saat",karacasu,pazar
,Kuyucaktan Yeni Pazara giden birinci sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden birinci seferimiz saat 07.30'da kalkmaktadır.,"kuyucak, yeni, pazar, birinci, sefer, saat",kuyucak,pazar
,Kuyucaktan Yeni Pazara giden ilk sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden ilk seferimiz saat 07.30'da kalkmaktadır.,"kuyucak, yeni, pazar, ilk, sefer, saat",kuyucak,pazar
,Sultan Hisardan Yeni Pazara giden birinci sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden birinci seferimiz saat 07.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, birinci, sefer, saat",hisar,pazar
,Sultan Hisardan Yeni Pazara giden ilk sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden ilk seferimiz saat 07.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, ilk, sefer, saat",hisar,pazar
,Nazilliden Yeni Pazara giden birinci sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden birinci seferimiz saat 08.30'da kalkmaktadır.,"nazilli, yeni, pazar, birinci, sefer, saat",nazilli,pazar
,Nazilliden Yeni Pazara giden ilk sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden ilk seferimiz saat 08.30'da kalkmaktadır.,"nazilli, yeni, pazar, ilk, sefer, saat",nazilli,pazar
,Adüden Otogara giden yedinci sefer saat kaçta?,Adü'den Otogar'a giden yedinci seferimiz saat 18.30'da kalkmaktadır.,"adü, otogar, yedinci, sefer, saat",adü,otogar
,Adüden Otogara giden son sefer saat kaçta?,Adü'den Otogar'a giden son seferimiz saat 18.30'da kalkmaktadır.,"adü, otogar, son, sefer, saat",adü,otogar
,Forum Aydından Otogara giden yedinci sefer saat kaçta?,Forum Aydın'dan Otogar'a giden yedinci seferimiz saat 18.40'ta kalkmaktadır.,"forum, otogar, yedinci, sefer, saat",aydın,otogar
,Forum Aydından Otogara giden son sefer saat kaçta?,Forum Aydın'dan Otogar'a giden son seferimiz saat 18.40'ta kalkmaktadır.,"forum, otogar, son, sefer, saat",aydın,otogar
,Zafer Meydanından Otogara giden yedinci sefer saat kaçta?,Zafer Meydanın'dan Otogar'a giden yedinci seferimiz saat 18.55'te kalkmaktadır.,"zafer, otogar, yedinci, sefer, saat",meydanı,otogar
,Zafer Meydanından Otogara giden son sefer saat kaçta?,Zafer Meydanın'dan Otogar'a giden son seferimiz saat 18.55'te kalkmaktadır.,"zafer, otogar, son, sefer, saat",meydanı,otogar
,Tren Garından Otogara giden yedinci sefer saat kaçta?,Tren Garı'ndan Otogar'a giden yedinci seferimiz saat 19.00'ta kalkmaktadır.,"tren, otogar, yedinci, sefer, saat",garı,otogar
,Tren Garından Otogara giden son sefer saat kaçta?,Tren Garı'ndan Otogar'a giden son seferimiz saat 19.00'ta kalkmaktadır.,"tren, otogar, son, sefer, saat",garı,otogar
,Otogardan Adüye giden yedinci sefer saat kaçta?,Otogar'dan Adü'ye giden yedinci seferimiz saat 19.20'de kalkmaktadır.,"otogar, adü, yedinci, sefer, saat",otogar,adü
,Otogardan Adüye giden son sefer saat kaçta?,Otogar'dan Adü'ye giden son seferimiz saat 19.20'de kalkmaktadır.,"otogar, adü, son, sefer, saat",otogar,adü
,Tren Garından Adüye giden yedinci sefer saat kaçta?,Tren Garı'ndan Adü'ye giden yedinci seferimiz saat 18.50'de kalkmaktadır.,"tren, adü, yedinci, sefer, saat",garı,adü
,Tren Garından Adüye giden son sefer saat kaçta?,Tren Garı'ndan Adü'ye giden son seferimiz saat 18.50'de kalkmaktadır.,"tren, adü, son, sefer, saat",garı,adü
,Zafer Meydanından Adüye giden yedinci sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden yedinci seferimiz saat 18.55'te kalkmaktadır.,"zafer, adü, yedinci, sefer, saat",meydanı,adü
,Zafer Meydanından Adüye giden son sefer saat kaçta?,Zafer Meydanı'ndan Adü'ye giden son seferimiz saat 18.55'te kalkmaktadır.,"zafer, adü, son, sefer, saat",meydanı,adü
